flag,description,image,difficult,id,name,ingredients,steps,cleaned_ingredients,times
recipes,"This hot, gooey chocolate pud, with dark chocolate and canned pears, can be made ahead and frozen – a perfect no-fuss dinner party dessert",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/squidgy-chocolate-pear-pudding-37c536a.jpg,Easy,ec7e7008-1305-4092-9bd6-2d1d34d463fb,Squidgy chocolate pear pudding,"['200g butter, plus extra for greasing', '300g golden caster sugar', '4 large eggs', '75g plain flour', '50g cocoa powder', '410g can pear halves in juice,  drained', '100g plain dark chocolate (70% cocoa solids)', '25g flaked almonds (optional)', 'cream or ice cream, to serve']","['Heat oven to 190C/170C fan/gas 5. Lightly grease a roughly 20 x 30cm shallow ovenproof dish. Put the butter in a large saucepan and place over a low heat until just melted. Remove the butter from the heat and stir in the sugar until well combined.', 'Whisk the eggs together in a large bowl. Gradually add the eggs to the butter and sugar, beating well with a wooden spoon in between each addition. Sift the flour and cocoa powder on top of the egg mixture, then beat hard with a wooden spoon until thoroughly combined.', 'Pour into the prepared tin or dish and nestle the pears into the chocolate batter. Put the chocolate on a board and cut into chunky pieces roughly 1.5cm with a large knife. Scatter the chocolate pieces over the batter and sprinkle with almonds, if you like. Can be frozen at this stage.', 'Bake in the centre of the oven for 30 mins or until the mixture is crusty on the surface and lightly cooked inside. Do not allow to overcook, as the cake will become spongy rather than gooey in the centre. Serve warm with cream or ice cream']","['cocoa', 'ice', 'chocolate', 'eggs', 'cream', 'pear', 'almonds', 'butter', 'sugar', 'juice', 'flour']","{'Preparation': '20 mins', 'Cooking': '35 mins'}"
recipes,"These addictive black bean nachos make a great veggie sharing dish for a party or movie night with crispy potatoes, a fresh red pepper salsa and melty cheese",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/black-bean-f676175.jpg,Easy,0e2371c0-efa4-4f28-b9ce-e0b5f803b5b0,Black bean potato nachos,"['700g Maris Piper potatoes or King Edwards potatoes, scrubbed, spiralled into flat ribbons, then cut into round slices', '2 tbsp olive oil', '1 tsp smoked paprika', '100g extra mature cheddar, grated', '400g can black beans, drained and rinsed', '½ small pack coriander, roughly chopped', '20g pickled jalapeños, chopped', '100g roasted red peppers, chopped', '1 tbsp extra virgin olive oil', '1 small red onion, finely chopped']","['Heat oven to 220C/200C fan/ gas 8. Line two large baking sheets with baking parchment. Brush the potato slices with oil, season and sprinkle over the paprika. Bake for 10-15 mins until completely crisp.', 'Reduce oven to 200C/180C fan/gas 6. Transfer half the crisps to an ovenproof dish, layer with half the beans and cheese, then repeat. Return to the oven for 10 mins until the cheese melts.', 'Meanwhile, mix all the salsa ingredients and season. Top the nachos with salsa and coriander.']","['olive', 'beans', 'paprika', 'oil', 'slices', 'cut', 'cheddar', 'onion', 'round', 'potatoes', 'peppers', 'coriander']","{'Preparation': '15 mins', 'Cooking': '30 mins'}"
recipes,Salmon fillets cook beautifully in an air fryer and make a delicious meal when coated in a herb seasoning and served with greens and grains,https://images.immediate.co.uk/production/volatile/sites/30/2022/04/Air-Fryer-Salmon-bc768be.jpg,Easy,890346e8-5bbe-448d-97a7-09b15a653aa6,Air fryer salmon,"['1 tsp  salt', '1 tsp  pepper', '1 tsp  mixed herbs', '1 tsp  garlic granules (optional)', '4 salmon fillets (we used 4 x 130g fillets), skin on or removed', '½ tbsp  olive oil', 'cooked seasonal greens  and grains such as quinoa or brown rice, to serve (optional)']","['Combine the salt, pepper, mixed herbs and garlic granules, if using, in a bowl, then scatter onto a plate. Rub each salmon fillet with a little olive oil and roll in the seasoning to coat.', 'Put in the air fryer basket in one layer and cook at 180C for 8-10 mins, until cooked through. If you have larger salmon fillets they will need to be cooked for longer – keep checking after 10 mins and cook in 1-2 min blasts, until ready. Serve with greens and quinoa or rice, if you like.']","['garlic', 'olive', 'oil', 'rice', 'skin', 'grains', 'pepper', 'fillets', 'salmon', 'herbs', 'salt', 'greens']","{'Preparation': '5 mins', 'Cooking': '8 mins - 10 mins'}"
recipes,This vibrant soup is fresh-tasting and substantial enough to have for dinner,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-488594_10-bcbf7c7.jpg,Easy,77b599f4-e2a2-49e0-a1d3-ee3060d8b1da,Minty pea & potato soup,"['2 tsp vegetable oil', '1 onion, chopped', '800g potato, peeled and cut into small chunks', ' 1l vegetable stock', '350g frozen pea', 'handful mint, chopped']","['Heat the oil in a large saucepan, then fry the onion for 5 mins until softened. Add the potatoes and stock, then bring to the boil. Cover and simmer for 10-15 mins until tender, adding the peas 2 mins before the end of the cooking time.', 'Use a slotted spoon to remove a quarter of the vegetables from the pan and set aside. Blend the remaining vegetables and stock in a food processor or using a hand blender until smooth, then stir through the reserved veg, chopped mint and some seasoning. Serve with bread on the side.']","['potato', 'vegetable', 'oil', 'mint', 'onion', 'stock', 'pea', 'cut']","{'Preparation': '5 mins', 'Cooking': '25 mins'}"
recipes,"Prepare this beef brisket and let it bubble away in the slow cooker, leaving you with a tender, rich stew. Serve with golden ale gravy and horseradish mash.",https://images.immediate.co.uk/production/volatile/sites/30/2021/11/Slow-cooker-brisket-with-golden-ale-gravy-and-horseradish-mash-b0d9d61.jpg,Easy,37a75720-f7d0-47cd-8a3f-319fdd535831,Slow cooker beef brisket,"['1.2kg brisket, rolled', '2 tbsp vegetable oil, plus extra for drizzling', '2 large onions, sliced', '4 tbsp  plain flour', '500-550ml  golden ale', '1 tbsp yeast or beef extract', '1 tbsp dark brown soft sugar, plus extra to taste', '1 tbsp balsamic vinegar, plus extra to taste', '1⁄2 bunch of thyme', '2 bay leaves', '500ml hot  beef stock', '2 tsp cornflour (optional)', '2kg Maris Piper or other floury potatoes, chopped', '4 tbsp horseradish', '100g butter', '100g crème fraîche', 'handful of parsley, chopped']","['Season the brisket all over with salt and pepper. Heat the vegetable oil in a frying pan (or use the sear function on your slow cooker) and sear the meat all over until browned. Transfer to a plate. Add another drizzle of oil, if needed, and fry the onions with a pinch of salt until lightly golden, about 12 mins. Sprinkle over the flour, stir until well-mixed, then pour in the ale and scrape the bottom of the pan to pick up any browned bits. Tip everything into the slow cooker (if using a frying pan).', 'Add the yeast or beef extract, sugar and vinegar, then the beef and herbs. Top up with stock until the brisket is just over half submerged. Cover and cook for 7-8 hrs on low until tender. Remove the meat from the slow cooker and cover to keep warm. Use the reduce or simmer function on your slow cooker and simmer for 10-15 mins until the gravy has thickened to your liking. If yourslow cooker doesn’t have a simmer function, pour the gravy into a pan and simmer on the hob until thickened. Add a pinch more salt, sugar or a dash more vinegar if needed. If you like your gravy to be extra-thick, mix the cornflour with a splash of cold water, then add to the pan and bubble for a few minutes.', 'Just before you remove the meat from the slow cooker, start on the mash. Cook the potatoes in a pan of boiling salted water for 20 mins until very tender when pressed. Drain and steam-dry for a few minutes before mashing with the horseradish, butter and crème fraîche. Scatter with parsley to serve. Cut the brisket into wedges and serve with the gravy and mash.']","['vegetable', 'vinegar', 'onions', 'oil', 'parsley', 'thyme', 'potatoes', 'ale', 'beef', 'stock', 'taste', 'horseradish', 'sugar', 'butter', 'brisket', 'flour']","{'Preparation': '30 mins', 'Cooking': '8 hrs and 30 mins'}"
recipes,Treat yourself to a delightfully easy family dessert - ready in just five minutes,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-424468_12-22dc763.jpg,Easy,2ec52a74-4efc-49cb-a602-975fb5f0a07e,Lemon curd & yogurt fool,"['300g jar  lemon curd  (we used Duchy Originals Traditional Lemon Curd)', '500g tub 0% Greek yogurt', '200g punnet  raspberry', '1 tbsp icing sugar', 'shortbread, to serve']","['Put the lemon curd and yogurt into a bowl. Fold together for a rippled effect. Divide the mixture between four glasses and chill.', 'Mix raspberries and icing sugar together and gently crush, then spoon with their juices over the chilled mix and serve.']","['yogurt', 'icing', 'curd', 'lemon', 'sugar', 'raspberry', 'shortbread']","{'Preparation': '5 mins', 'Cooking': 'No Time'}"
recipes,"A one-pan supper with bacon-wrapped, succulent chicken breasts and a garlicky, mascarpone stuffing. This everyday recipe is 3 of your 5-a-day and rich in fibre, folate and vitamin C",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/creamy-kale-chicken-traybake-95058bf.jpg,Easy,c377da18-d8cd-4299-a80b-8c82e158f4ef,Creamy kale & chicken traybake,"['100g curly kale, finely chopped', '1 lemon, 1/2 zested, 1/2 cut into wedges', '4 tbsp mascarpone', '2 garlic cloves, crushed', '4 skinless chicken breasts', '12 rashers smoked, streaky bacon', '500g parsnips, peeled and cut into batons', '2 red onions, halved and cut into wedges, roots left intact ', '500g sweet potatoes, peeled and cut into thin discs', '2 tbsp olive oil']","['Heat oven to 220C/200C fan/gas 7. Bring a pan of water to the boil and cook the kale for 4 mins until tender. Rinse under cold water, squeeze dry with your hands, then whizz in a food processor with the lemon zest, mascarpone, garlic and seasoning.', 'Cut a long slit in the side of each chicken breast, open it up and stuff with the creamy kale. Gently stretch each rasher of bacon and wrap three around each chicken breast.', 'Toss the vegetables with the oil on a baking tray. Nestle the chicken on top, season and bake for 20-25 mins (depending on the size of the breasts), giving the veg a stir halfway through. Check the chicken is cooked, then place on a plate to rest, covered with foil. Cook the veg for 10 mins more, then serve with the chicken and lemon wedges.']","['garlic', 'chicken', 'mascarpone', 'lemon', 'bacon', 'potatoes', 'olive', 'wedges', 'oil', 'breasts', 'cut', 'sweet', 'kale', 'onions', 'cloves', 'parsnips']","{'Preparation': '20 mins', 'Cooking': '35 mins - 40 mins'}"
recipes,"Mushrooms with smoky paprika replace of bacon in this plant-based take on an Italian classic, forming part of the vegan Healthy Diet Plan",https://images.immediate.co.uk/production/volatile/sites/30/2022/05/Vegan-carbonara-ebf05ee.jpg,Easy,056fbe0f-4215-48df-a935-427683e15c71,Vegan carbonara,"['360g wholewheat spaghetti', '85g unsalted cashew nuts', '2 tsp bouillon powder', '2 tsp English mustard powder', '1 tsp olive oil', '200g baby chestnut mushrooms, halved and thinly sliced', '3 garlic cloves, 2 finely grated', '1 tsp smoked paprika', '2 courgettes (about 320g), peeled then grated', '4 tsp nutritional yeast flakes, optional', '320g spinach, half cooked each evening as a side dish']","['Boil the spaghetti for 10 mins or following pack instructions until al dente, reserving a little of the water. Put the cashews, bouillon and mustard in a bowl, then pour over 350ml boiling water.', 'Heat the oil in a large non-stick pan. Add the mushrooms and grated garlic, and stir-fry over a high heat until the mushrooms are cooked and starting to crisp up. Take off the heat, stir in the paprika, then tip onto a plate and set aside.', 'Add the grated courgette to the pan and cook, stirring every now and then until softened. Meanwhile, whizz the soaked cashews, whole garlic clove and nutritional yeast flakes, if using, with a hand blender until completely smooth. Tip the mixture into the pan with the courgettes and briefly stir over the heat.', 'Add the spaghetti and toss in the cashew and courgette mixture until well coated, then toss through the smoky mushrooms. If following the Healthy Diet Plan, serve half with half the spinach on the side, and chill the rest for another day. Will keep for three days. Reheat in a covered pan with a dash of water, and cook the remaining spinach to serve on the side.']","['spaghetti', 'olive', 'courgettes', 'oil', 'chestnut', 'cloves', 'dish', 'side', 'cashew', 'spinach', 'mushrooms', 'garlic', 'bouillon', 'mustard', 'paprika']","{'Preparation': '20 mins', 'Cooking': '20 mins'}"
recipes,"A healthy spaghetti dish full of broad beans, leeks and asparagus tips. Make the most of spring greens with this vibrant, filling pasta recipe",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy-pasta-primaver-35cbc26.jpg,Easy,4642da77-e8c3-4169-86fe-dd0cd533d730,Healthy pasta primavera,"[""75g young broad beans  (use frozen if you can't get fresh)"", '2 x 100g pack asparagus tips', ""170g peas (use frozen if you can't get fresh)"", '350g spaghetti or tagliatelle', '175g pack baby leeks, trimmed and sliced', '1 tbsp olive oil, plus extra to serve', '1 tbsp butter', '200ml tub fromage frais or creme fraiche', 'handful fresh chopped herbs (we used mint, parsley and chives)', 'parmesan (or vegetarian alternative), shaved, to serve']","['Bring a pan of salted water to the boil and put a steamer (or colander) over the water. Steam the beans, asparagus and peas until just tender, then set aside. Boil the pasta following pack instructions.', 'Meanwhile, fry the leeks gently in the oil and butter for 5 mins or until soft. Add the fromage frais to the leeks and very gently warm through, stirring constantly to ensure it doesn’t split. Add the herbs and steamed vegetables with a splash of pasta water to loosen.', 'Drain the pasta and stir into the sauce. Adjust the seasoning, then serve scattered with the cheese and drizzled with a little extra olive oil.']","['olive', 'butter', 'chives', 'beans', 'herbs', 'parsley', 'oil', 'parmesan', 'leeks', 'spaghetti', 'mint', 'asparagus', 'peas', 'tagliatelle']","{'Preparation': '10 mins', 'Cooking': '20 mins'}"
recipes,"Best enjoyed fresh from the oven, these delicate madeleines dipped in dark chocolate and dusted with blood orange powder make a delectable dessert",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/blood-orange-madeleines-6d37a58.jpg,More effort,42eef673-a968-4be6-b69a-0759a83d699c,Blood orange & dark chocolate madeleines,"['100g unsalted butter, plus extra for greasing', '2 large eggs', '100g golden caster sugar', 'zest 2 blood oranges plus juice of 1/2 (about 2 tbsp)', '100g plain flour, plus extra for dusting', '1 tsp baking powder', '140g dark chocolate (60-70% cocoa solids), finely chopped', 'blood orange dust (optional - see below)']","['Put the butter in a small saucepan over a medium heat until it foams and turns a nutty brown colour – watch the pan carefully, as butter can burn quickly. Pour into a bowl and set aside to cool.', 'Beat the eggs, sugar and zest in a large bowl with an electric hand whisk for about 5 mins until thick and pale. Add the juice and mix to combine. Mix the flour and baking powder together, then sift over the batter mixture, a third at a time, and fold in.', 'Add a large spoonful of the batter to the butter, mixing together until smooth and combined. Pour this into the batter and gently fold together until fully combined. Press a sheet of cling film onto the surface of the mixture and chill overnight.', 'About 30 mins before you want to bake the madeleines, grease a 12-hole madeleine tin with a little extra butter and dust with a little flour. Heat oven to 200C/180C fan/gas 6 and put the tin in the freezer to chill for 30 mins. Remove the batter from the fridge and add about 1 heaped tbsp to each madeleine hole – be careful not to overfill as they will bake over the edge and won’t form the characteristic hump. Depending on the size of your tin, you will have some batter left – either bake in batches or put the rest back in the fridge and bake within three days.', 'Bake in the oven for 10-12 mins or until golden brown around the edges. Immediately turn out the madeleines onto a wire rack and leave to cool fully. Put the chocolate in a microwaveable bowl and heat in the microwave on High in 30 sec bursts until about three-quarters of the chocolate has melted. Remove from the microwave and stir vigorously until the remaining chocolate has melted (this is a simple method of tempering and just ensures the chocolate will set properly at room temperature). Dip each madeleine halfway into the melted chocolate, allowing the excess to drip off, then place on a sheet of baking parchment. As the chocolate starts to set, but while still a little tacky, sprinkle with some of the Blood orange dust (below), if using, and allow to cool.']","['butter', 'orange', 'oranges', 'flour', 'juice', 'chocolate', 'eggs', 'sugar', 'cocoa']","{'Preparation': '50 mins', 'Cooking': '30 mins'}"
recipes,"With a double layer of goat's cheese and a coating of cream, these bistro-style bakes are authentically rich",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1256463_9-93c0d0c.jpg,More effort,0623f039-4552-4b6d-82a1-7b34dae8c40a,Three-cheese soufflés,"['50g butter, plus extra for greasing', '25g parmesan (or vegetarian alternative), finely grated', '300ml full-fat milk', '2 bay leaves', '5 tbsp plain flour', '½ tsp English mustard powder', 'pinch of  cayenne pepper', '140g gruyère (or vegetarian alternative), grated', '3 eggs, separated', ""8 slices  goat's cheese (see 'Try', below)"", '150ml double cream', ""salad leaves, to serve (see 'Try', below)""]","['Heat oven to 200C/180C fan/ gas 6 and butter 4 small (about 200ml) ramekins. Sprinkle the parmesan into the ramekins, turning until all sides are covered. Place the milk and bay leaves in a large saucepan over a gentle heat and bring to the boil. Turn off the heat and leave to infuse for 15 mins.', 'Discard the bay leaves, add the butter and flour, and return to a low heat. Very gently simmer, stirring continuously with a balloon whisk, for about 6 mins until you get a smooth, thick white sauce. Make sure that you get right into the corners of the pan to stop the sauce from catching or becoming lumpy.', 'Once thickened, transfer the sauce to a large bowl and stir in the mustard powder, cayenne pepper, gruyère and egg yolks until fully combined.', 'In a spotlessly clean bowl and with a clean whisk, beat the egg whites just until peaks begin to form.', 'Carefully fold the egg whites into the cheese sauce in three stages making sure you fold, rather than stir, to keep the egg whites light and airy. Fill the prepared ramekins with the soufflé mix.', 'Top each soufflé with a slice of goat’s cheese, then place on a baking tray. Bake for 20-25 mins or until springy and well risen but cooked through.', 'Leave to cool, then run a knife around the edge of each dish and remove the soufflés. If preparing in advance, place soufflés upside down (for neat presentation), on a tray. Cover tray in cling film. Chill for a few days or freeze for up to 1 month.', 'When ready to re-bake, heat oven to 200C/180C fan/gas 6. Place the upside-down soufflés in a shallow baking dish, top with the remaining goat’s cheese slices and pour over the cream (this stops them from drying out when baked for the second time). Cook for 8-10 mins until golden. Serve immediately alongside some simply dressed salad.']","['cheese', 'parmesan', 'eggs', 'salad', 'pepper', 'slices', 'cream', 'milk', 'cayenne', 'butter', 'mustard', 'flour']","{'Preparation': '20 mins', 'Cooking': '45 mins'}"
recipes,"Pack in the goodness with this vibrant green soup, packed with leeks, peas and watercress. It's tasty and healthy too, both low in calories and fat",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/leek-pea-watercress-soup-7733968.jpg,Easy,bbbcb9cd-b919-45cb-a6d9-bfbe4868e6a8,"Leek, pea & watercress soup","['1tbsp olive oil, plus a drizzle to serve', '2 leeks, finely sliced', '4 small garlic cloves, crushed', 'hot veg stock', '80g watercress', '400g frozen peas', '1/2  lemon, zested and juiced', 'parsley, finely chopped', '1 tbsp crème fraîche or dairy-free crème fraîche', 'crusty bread,  to serve (optional)']","['Heat the oil in a large saucepan over a medium heat. Add the leeks and garlic and fry for 7-10 mins or until softened and translucent.', 'Pour in the hot stock and simmer for 5-10 mins. Stir through the watercress, reserving a few leaves for garnish, then the peas, and cook for 5 mins until wilted. Use a hand blender or processor and whizz until smooth. Stir through the lemon juice and zest, then season to taste. Stir through half the parsley. Ladle into bowls and top with the remaining parsley, reserved watercress and a drizzle of olive oil. Swirl through some crème fraîche, then serve with crusty bread, if you like.']","['olive', 'veg', 'oil', 'parsley', 'cloves', 'lemon', 'bread', 'leeks', 'watercress', 'peas', 'garlic', 'stock']","{'Preparation': '10 mins', 'Cooking': '22 mins'}"
recipes,"Make the most of broad beans – at their peak in summer months – in this light pasta recipe. Peas work well too, though broad beans are just as sweet when peeled",https://images.immediate.co.uk/production/volatile/sites/30/2022/07/Broad-bean-pasta-5eb8507.jpg,Easy,21719d1c-02d4-4652-9bfc-a108a13f5d15,Broad bean pasta,"['200g podded broad beans (about 600g unpodded), defrosted if frozen', '200g trofie pasta (see tip, below)', '75g pancetta', '1 lemon, zested and halved', '5 mint sprigs, leaves picked and finely chopped', '125g ricotta', '15g parmesan,  to serve (optional)']","['Bring a large pan of water to the boil and cook the beans for 3 mins until just tender. Remove to a bowl of ice-cold water using a slotted spoon to halt the cooking process.', 'Set the pan back on the heat, tip in the pasta and cook following pack instructions. Meanwhile, pop the beans out of their skins so you’re left with the bright green beans, and set aside. (This is optional, but the colour, texture and flavour is improved. Discard the skins.)', 'Heat a small, dry frying pan over a medium heat and fry the pancetta for 5-7 mins until crisp and golden. Drain the broad beans and add to the pancetta along with the lemon zest and mint. Squeeze over one of the lemon halves and season well. Cook for 1-2 mins to warm through, then remove from the heat.', 'Drain the pasta, reserving a mugful of the water, then return to the pan along with the pancetta and broad bean mixture, the ricotta and a few tablespoons of the reserved pasta cooking water. Mix together, adding more of the reserved water if needed to create a slightly glossy sauce. Divide the pasta between bowls, squeeze over the remaining lemon half and scatter with the parmesan, if you like.']","['lemon', 'beans', 'pasta', 'parmesan', 'ricotta', 'mint']","{'Preparation': '25 mins', 'Cooking': '22 mins'}"
recipes,Elevate roast salmon with a herby chermoula dressing for a dish that's rich in omega 3 and perfect for sharing with friends. Pair with a light salad,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-side-of-salmon-with-chermoula-d5ea340.jpg,Easy,6896cade-c070-4ef1-9863-149c4599c78a,Roast side of salmon with chermoula,"['850g side of salmon', '3 tbsp olive oil', '1 tsp coriander seeds', '1 tsp cumin seeds', '½ small pack mint, leaves picked', '½ small pack coriander', 'small handful tarragon', '1 lemon, zested and juiced', '1 fat garlic clove', '½ tsp chilli flakes']","['Heat oven to 200C/180C fan/gas 6. Line the bottom of a roasting tin that’s large enough to fit the salmon in with baking parchment. Brush ½ tbsp oil over the skin and season all over. Place skin-side down in the tin and roast for 15-20 mins until the salmon is just cooked through.', 'Meanwhile, toast the coriander and cumin seeds in a dry frying pan. Tip into a blender and add all the remaining ingredients. Blitz to a smooth green sauce, adding enough water to get a drizzling consistency. Season to taste. The chermoula can be made in the morning and kept chilled in the fridge. Put the salmon on a serving platter and drizzle over a little chermoula, with the rest on the side to serve.']","['olive', 'clove', 'oil', 'mint', 'side', 'tarragon', 'garlic', 'lemon', 'coriander', 'salmon', 'chilli', 'cumin']","{'Preparation': '15 mins', 'Cooking': '15 mins - 20 mins'}"
recipes,This easy-to-prepare healthy chicken salad is filled with zingy flavours - the simplified version is great for kids' lunchboxes too,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-488617_11-b39a07d.jpg,Easy,2e9a8b8d-a4fb-4d06-8ee0-9c7e2f30c8d9,Healthy chicken salad,"['1 boneless, skinless chicken breast', '1 tbsp fish sauce', 'zest and juice ½  lime (about 1 tbsp)', '1 tsp caster sugar', '100g bag mixed salad leaves', 'large handful coriander, roughly chopped', '¼ red onion, thinly sliced', '½  chilli, deseeded and thinly sliced', '¼ cucumber, halved lengthways, sliced']","['Cover the chicken with cold water, bring to the boil, then cook for 10 mins. Remove from the pan and tear into shreds. Stir together the fish sauce, lime zest, juice and sugar until sugar dissolves.', 'Place the leaves and coriander in a container, then top with the chicken, onion, chilli and cucumber. Place the dressing in a separate container and toss through the salad when ready to eat.']","['chicken', 'cucumber', 'breast', 'lime', 'chilli', 'salad', 'juice', 'onion', 'fish', 'sauce', 'sugar', 'coriander']","{'Preparation': '10 mins', 'Cooking': '10 mins'}"
recipes,"Try a modern take on stew and dumplings with Italian classic tomato alla arrabbiata and parmesan dumplings. Simple and oh so comforting, it's perfect for cold weather cooking",https://images.immediate.co.uk/production/volatile/sites/30/2020/12/Chicken-arrabbiata-stew-5634b8d.jpg,Easy,a26a0ebf-ec5e-40b9-ba0e-abb35707a99c,Chicken arrabbiata stew & parmesan dumplings,"['2 tbsp olive oil', '1 onion, thinly sliced', '8 skinless and boneless chicken thighs, halved', '2 large garlic cloves, crushed', '1-1½ tsp chilli flakes', '4 tbsp sun-dried tomato pesto', '250ml chicken stock', '2 x 400g can chopped tomatoes', '5 thyme sprigs, tied', '2 tsp sugar', '½ small bunch of parsley, finely chopped', '80g cold unsalted butter, cubed', '150g self-raising flour', '80g parmesan, grated', '50-60ml milk']","['Heat the oil in a large shallow casserole dish. Fry the onion over a low-medium heat for 7 mins or until soft and turning translucent. Turn up the heat slightly, add the chicken and fry for 5 mins until beginning to brown around the edges. Tip the garlic and chilli into the casserole and fry for 1 min. Stir through the pesto, pour in the stock and tomatoes, then add the thyme, sugar and some seasoning. Turn the heat to low and cover with a lid. Cook gently for 40 mins. Remove the thyme and check the seasoning.', 'Heat the oven to 200C/180C fan/gas 6. To make the dumplings, put the butter and flour in a bowl with ½ tsp fine salt, then rub the butter into the flour with your fingertips until it resembles fine breadcrumbs. Mix in 50g of the cheese and pour in 50ml of the milk, then swiftly combine with a cutlery knife until everything is well distributed and you have a soft dough (add more milk if it’s too dry). Briefly bring the dough together on a worksurface, then divide into eight balls.', 'Arrange the dumplings over the stew, then scatter each with the remaining cheese. Put in the oven and bake, uncovered, for 25 mins or until the dumplings are doubled in size and golden brown. Scatter over the parsely and serve.']","['pesto', 'thyme', 'flour', 'cloves', 'sugar', 'tomato', 'butter', 'parmesan', 'stock', 'olive', 'chicken', 'chilli', 'milk', 'parsley', 'oil', 'onion', 'thighs', 'garlic', 'tomatoes']","{'Preparation': '30 mins', 'Cooking': '1 hr'}"
recipes,Vegans will love this pad Thai that you can make on Boxing Day to use up leftover brussels sprouts. You could also cook the dish using fresh sprouts,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/noodles-99a7139.jpg,Easy,37f84d26-8c3b-491c-9613-2459b201c53b,Brussels sprouts pad Thai,"['250g flat rice noodles  (check the packet to make sure they’re vegan)', '1 tbsp soy sauce or tamari', '1 tbsp tamarind paste (or 2 limes, juiced)', '2 tsp palm sugar (or soft brown sugar)', '2 tbsp vegetable oil', '1 garlic clove, thinly sliced', '2 spring onions, thinly sliced on a diagonal', '1 red chilli, sliced', '200g charred brussels sprouts, left over from Christmas Day, or cook from raw', '100g beansprouts', '30g salted peanuts (or any other nuts you might have), roughly chopped, to serve', 'lime wedges, to serve']","['First, put the noodles in a large heatproof bowl, cover in boiling water and leave for 10 mins. Drain and rinse with cold water, then set aside. In a bowl, mix the soy sauce or tamari, tamarind or lime juice and sugar.', 'Heat the oil in a large frying pan or wok. Fry the garlic, spring onions, chilli and the cooked or leftover brussels sprouts for around 2 mins (to cook the sprouts from raw, boil for 8-10 mins until tender). Then, add the noodles and beansprouts and fry for 1 min more. Pour over the sauce and toss well, working quickly to coat all the vegetables and noodles. Once everything is heated through, season and divide between four bowls. Scatter with the nuts and serve with lime wedges to squeeze over.']","['garlic', 'peanuts', 'limes', 'chilli', 'lime', 'clove', 'wedges', 'rice', 'paste', 'oil', 'tamarind', 'onions', 'vegetable', 'soy', 'sugar', 'sauce', 'sprouts', 'noodles']","{'Preparation': '15 mins', 'Cooking': '10 mins'}"
recipes,"A quick and impressive make-ahead dessert with Irish cream for grown-ups, or use extra toffee sauce for kids",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-464624_11-5823ab4.jpg,Easy,54fb3a9b-65ea-4880-ab2b-088e015cec6d,Baileys banana trifles,"['300g pot extra-thick double cream', '7 tbsp Irish cream', '6 chocolate brownies (about 250g/9oz), broken up, or use crumbled chocolate biscuits or loaf cake', '3 bananas, sliced', '500g pot vanilla custard', '6 tbsp toffee sauce', '25g chocolate, grated']","['Mix the cream with 1 tbsp Irish cream, and set aside. Divide the brownie pieces between 6 glasses, then drizzle each with 1 tbsp Irish cream. Top with the sliced bananas, custard and boozy cream, dividing equally, then drizzle with toffee sauce and finish with grated chocolate. Can be made a few hours ahead.']","['cake', 'loaf', 'toffee', 'brownies', 'chocolate', 'custard', 'vanilla', 'sauce', 'biscuits', 'cream', 'irish', 'bananas']",{'Preparation': '10 mins'}
recipes,This vegetarian side dish of charred courgettes and runner beans sings summer and also has a small bite of hot chilli. It goes down well at barbecues,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/charred-courgettes-runner-beans-ricotta-7203f1a.jpg,Easy,671eb2b8-f94a-4404-bcb6-ad0afa3b191b,"Charred courgettes, runner beans & ricotta","['50g mixed seeds', '2 tbsp honey', '¼ tsp chilli flakes', '½ lemon, zested and juiced', '250g tub ricotta', '3 courgettes, thickly sliced on the diagonal', '400g runner beans', '3 tbsp good-quality olive oil, plus extra to serve', 'edible flowers, to decorate (optional)']","['Toast the seeds in a dry pan until they start to pop, then stir in the honey, chilli and a good pinch of sea salt. Once all the seeds are sticky and forming clusters, tip out onto a piece of baking parchment and leave to cool. Mix the lemon zest and some seasoning into the ricotta and set aside.', 'Toss the courgettes and runner beans in the oil, then season. Fire up the barbecue or get a griddle pan searing hot on the hob. Working in batches, cook the veg until charred and softened but still a little crunchy.', 'Spread the ricotta along the bottom of a large sharing platter and top with the veg. Squeeze over the lemon juice, then scatter over the honeyed seeds. Finish with a drizzle of olive oil and a scattering of sea salt, then dot with edible flowers for extra wow factor, if you like.']","['olive', 'lemon', 'chilli', 'beans', 'oil', 'edible', 'ricotta', 'courgettes', 'honey']","{'Preparation': '10 mins', 'Cooking': '20 mins'}"
